Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
Benin,2012,37.369,9.708,5.01,60.356,57.601,58.94490244,2.799588715,9779795,7765206.0,79.40049868
Other small states,2012,29.08178266,10.76047697,3.603261049,60.4879823,57.90192053,59.15579212,1.874108159,19511734,17206085.0,88.50478878
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Cameroon,2012,38.186,12.306,4.939,55.235,53.092,54.13736585,2.546433283,21156272,10486614.0,49.56740015
Low & middle income,2012,21.2404666,7.806810113,2.637332307,70.54008909,66.84101303,68.63156694,1.305460012,5670402311,4390338135.0,77.06755081
Togo,2012,37.197,11.068,4.746,56.641,55.014,55.80765854,2.602836899,6472304,2695335.0,41.64413476
China,2012,11.93,7.14,1.657,76.365,73.782,75.042,0.479150454,1344130000,986253000.0,72.0713209
Dominican Republic,2012,21.547,5.989,2.551,76.245,69.935,73.01304878,1.297364336,10147598,8770780.0,86.43207979
Germany,2012,8.1,10.4,1.36,83.2,78.4,80.74146341,0.025362128,81797673,90900000.0,109.6595675
Ghana,2012,31.792,9.196,3.985,61.73,59.892,60.78858537,2.272974825,24820706,21165843.0,85.27494343
Tonga,2012,26.636,6.101,3.864,75.328,69.485,72.3352439,0.437092121,104554,55000.0,52.60439581
Indonesia,2012,19.633,6.289,2.403,72.468,68.414,70.39156098,1.290129396,243801639,249805619.0,102.4626496
Latin America & Caribbean (developing only),2012,18.50589611,5.847385291,2.220714622,77.42931456,71.16635327,74.22114964,1.159236641,574744408,597985999.0,104.0338884
Colombia,2012,19.448,5.545,2.346,77.339,69.988,73.57385366,1.355815601,47078792,46200421.0,98.13425332
Libya,2012,21.551,4.18,2.467,76.963,73.106,74.98746341,1.031329946,6103233,10000000.0,163.847587
Finland,2012,11.1,9.4,1.83,83.8,77.3,80.47073171,0.463558707,5388272,8940000.0,165.8909009
Central African Republic,2012,34.767,15.724,4.538,50.66,47.015,48.79304878,1.964430222,4436217,992444.0,22.37140338
North America,2012,12.53110959,7.979991649,1.865891714,81.31695138,76.56424556,78.88247241,0.755165979,345989908,324655200.0,92.91813822
Vietnam,2012,16.157,5.643,1.794,80.271,70.874,75.45790244,1.038502231,87840000,127318045.0,141.5998702
Kenya,2012,36.104,8.789,4.538,62.118,58.707,60.37090244,2.697863935,42027891,28080771.0,66.8146089
"Korea, Dem. Rep.",2012,14.372,9.129,2.0,72.746,65.801,69.18880488,0.53232847,24631291,1000000.0,4.05987652
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,2012,11.4,7.1,1.45,76.97,69.74,73.26682927,0.399459038,1286051,1294100.0,104.7930618
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,2012,45.566,14.547,6.099,52.558,49.632,51.05931707,3.178581885,20180490,10697310.0,53.0081777
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",2012,23.823,6.592,2.845,73.091,68.381,70.67856098,1.672454419,79392466,83425145.0,105.0794228
South Africa,2012,21.316,13.547,2.438,57.2,53.482,55.29565854,1.334782477,51579599,64000000.0,123.1976544
St. Vincent and the Grenadines,2012,16.846,7.18,2.046,74.465,70.237,72.29943902,0.037498914,109357,131809.0,120.5309217
Fiji,2012,21.196,6.684,2.641,72.61,66.663,69.56397561,0.85185186,867921,727000.0,83.76338399
Caribbean small states,2012,16.33816014,7.093445361,2.205680436,74.56432034,68.81706816,71.62124851,0.618573839,6924204,7534114.0,107.9535208
Brunei Darussalam,2012,16.336,3.02,2.031,80.133,76.322,78.18102439,1.472741253,406512,443161.0,109.015478
Middle income,2012,19.32841061,7.538882061,2.403155996,71.9122224,67.97577819,69.87864337,1.154866417,4858527271,4060482606.0,83.12374011
Austria,2012,9.3,9.1,1.43,83.8,78.3,80.98292683,0.195475664,8406187,13022578.0,154.426039
High income: OECD,2012,11.07356947,8.546598627,1.665012845,83.26214871,77.82363122,80.47392439,0.570154795,1046188222,1136208357.0,108.4510445
Mozambique,2012,40.034,14.717,5.338,50.482,48.541,49.48782927,2.529977594,24581367,7855345.0,31.95650185
Uganda,2012,44.152,9.865,6.06,59.045,57.039,58.01753659,3.358517286,35148064,16696992.0,47.50472743
Japan,2012,8.3,9.9,1.39,85.9,79.44,82.59121951,0.287398837,127817277,129868418.0,102.0022211
Niger,2012,49.929,11.502,7.581,57.645,57.328,57.48263415,3.812910789,16511462,4742879.0,28.72476707
United States,2012,12.7,8.066,1.8945,81.1,76.3,78.64146341,0.726766545,311582564,297268000.0,94.39723926
Afghanistan,2012,36.556,8.375,5.395,61.352,58.84,60.06536585,2.461437265,29105480,17558265.0,60.32631999
Kuwait,2012,21.107,2.949,2.652,75.256,73.308,74.2582439,4.353820281,3124705,4934160.0,157.9080265
Panama,2012,20.068,4.899,2.521,80.147,74.309,77.15680488,1.675708255,3740282,6735429.0,180.0781064
Mali,2012,47.577,13.699,6.85,54.03,54.344,54.19082927,3.033578254,14416737,10821930.0,75.06504419
Costa Rica,2012,15.502,4.19,1.827,81.839,77.252,79.48956098,1.445594682,4737680,4153067.0,87.66035275
Euro area,2012,10.0494514,9.309698925,1.547501901,84.35854436,78.69206065,81.4527062,0.24665975,333945754,397705565.0,118.9376362
Ireland,2012,16.2,6.2,2.03,83.0,78.6,80.74634146,0.364213884,4576794,4906352.0,108.479355
Pakistan,2012,26.182,7.025,3.347,67.171,65.439,66.28387805,1.727447337,176166353,108894518.0,61.81345992
Nigeria,2012,41.76,13.762,6.017,52.015,51.42,51.7102439,2.769633801,164192925,95167308.0,57.96066304
Lower middle income,2012,23.69844619,8.030104156,2.928258721,67.98274055,64.10976597,65.98916856,1.53352943,2486557941,2004919385.0,80.6682853
Ecuador,2012,21.461,4.941,2.622,78.894,73.081,75.91660976,1.622705711,15246481,15332715.0,100.5655994
Australia,2012,13.6,6.6,1.927,84.2,79.7,81.89512195,1.38919294,22340000,23789000.0,104.610551
Algeria,2012,24.658,5.855,2.829,72.382,69.199,70.75168293,1.871447021,37762962,35615926.0,94.31443964
Chile,2012,14.191,5.483,1.844,82.267,76.487,79.3065122,0.915227629,17308449,22315248.0,128.9269073
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Belize,2012,24.097,4.541,2.756,76.562,70.56,73.48780488,2.459815961,316280,222407.0,70.31965347
Fragile and conflict affected situations,2012,33.92060952,10.15643966,4.444637573,61.3122193,57.95734375,59.63794158,2.314299932,426326189,195068641.0,45.94547972
Sierra Leone,2012,37.697,17.629,4.861,45.267,44.946,45.10258537,1.954274762,5865491,2137000.0,36.43343754
East Asia & Pacific (developing only),2012,14.17545368,6.938233171,1.855132175,75.46786303,71.96773675,73.65962853,0.708811486,1977437756,1600386349.0,79.87942003
Denmark,2012,10.6,9.4,1.75,81.9,77.8,79.8,0.411737855,5570572,7173185.0,128.661526
Philippines,2012,24.79,5.998,3.111,71.899,65.051,68.3914878,1.707345591,95053437,94189795.0,99.09141423
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Morocco,2012,22.322,6.335,2.652,72.21,68.694,70.40912195,1.309445146,32059424,36553943.0,114.019338
Namibia,2012,26.708,7.524,3.167,66.147,60.544,63.27717073,1.758273558,2217618,2194495.0,98.95730464
French Polynesia,2012,16.77,5.23,2.092,78.246,73.697,75.91602439,1.042427969,270874,222827.0,82.26223262
Guinea-Bissau,2012,38.223,12.873,5.052,55.367,52.3,53.79609756,2.342413752,1624228,732634.0,45.10659833
Kiribati,2012,23.339,6.051,3.014,71.103,65.454,68.20960976,1.530033452,99250,13788.0,13.89219144
Switzerland,2012,10.2,7.8,1.52,85.0,80.5,82.69512195,1.111878943,7912398,10082636.0,127.383212
Grenada,2012,19.464,7.529,2.217,75.002,70.071,72.47636585,0.378544535,105074,120855.0,115.018939
Chad,2012,46.957,15.046,6.486,51.089,49.424,50.23619512,3.019083526,12080037,3665661.0,30.34478288
Uruguay,2012,14.672,9.331,2.068,80.323,73.375,76.76426829,0.340583691,3383486,4757425.0,140.6072022
Equatorial Guinea,2012,36.25,13.85,5.044,53.559,50.681,52.08490244,2.808500627,715996,478860.0,66.8802619
"Korea, Rep.",2012,9.4,5.1,1.244,84.45,77.65,80.96707317,0.744180714,49779440,52506793.0,107.7446102
Djibouti,2012,28.124,9.072,3.53,62.396,59.286,60.80307317,1.50060947,846646,193049.0,22.80161957
Antigua and Barbuda,2012,16.763,6.218,2.115,77.963,73.155,75.50036585,1.047989749,88152,176008.0,199.6642164
Low income,2012,32.6823449,9.41011052,4.14569485,62.49181211,59.92015349,61.16897344,2.216116429,811875040,329855529.0,40.62885453
High income,2012,11.51342023,8.847601205,1.682334615,82.1299373,76.11998215,79.01893382,0.626251834,1294235716,1498966503.0,115.6988394
Burundi,2012,45.154,13.333,6.214,54.961,51.399,53.13656098,3.277415967,9540362,1914586.0,20.06827414
Least developed countries: UN classification,2012,33.65964691,9.506033521,4.310843979,61.96965916,59.53511778,60.71825248,2.317396373,858041634,364349544.0,42.46411398
Cyprus,2012,11.605,6.882,1.47,81.574,77.47,79.47195122,1.15558547,1116513,1090944.0,97.70992366
Barbados,2012,12.802,9.214,1.842,77.418,72.633,74.96714634,0.50089041,281804,347917.0,123.4606322
Qatar,2012,11.393,1.426,2.055,79.195,77.447,78.29968293,8.812360741,1910902,2302225.0,120.4784442
Italy,2012,9.0,9.8,1.4,85.3,80.1,82.63658537,0.171978291,59379449,96040913.0,158.145883
Sudan,2012,34.379,8.526,4.563,63.489,59.956,61.67941463,2.161264459,36430923,25056185.0,68.77724454
Sub-Saharan Africa (developing only),2012,38.34270061,11.66547077,5.17291388,57.06768292,54.84692334,55.925648,2.708549862,887427019,469879955.0,52.92932981
Singapore,2012,9.5,4.5,1.2,84.1,79.5,81.74390244,2.08576428,5183700,7794300.0,150.1160495
Malta,2012,10.0,7.8,1.45,83.0,78.6,80.74634146,0.423700885,416268,521748.0,122.3737909
Netherlands,2012,10.8,8.1,1.76,83.1,79.4,81.20487805,0.466428782,16693074,19829309.0,118.9791426
Suriname,2012,18.202,7.237,2.318,73.894,67.426,70.58112195,0.910389223,529761,533522.0,100.7099428
"Iran, Islamic Rep.",2012,19.112,5.248,1.912,75.431,71.562,73.44931707,1.283616033,75424285,56043006.0,74.30366228
Israel,2012,21.4,5.3,2.98,83.6,79.9,81.70487805,1.848077862,7765800,9200000.0,121.9782701
Malaysia,2012,17.62,4.645,1.986,77.067,72.384,74.66839024,1.694209608,28758968,36661300.0,127.477801
Iceland,2012,14.1,6.2,2.02,84.1,80.7,82.35853659,0.305468368,319014,344085.0,106.8414418
Zambia,2012,43.119,11.24,5.773,57.297,54.439,55.83314634,3.104896536,13633796,8164553.0,59.88466455
Sub-Saharan Africa (all income levels),2012,38.34101353,11.66723188,5.172808603,57.06492717,54.84347823,55.9225517,2.708662381,888143015,470358815.0,52.94057258
Senegal,2012,38.369,7.807,5.019,64.509,61.646,63.04258537,2.893308216,13330737,9352868.0,70.16017194
Papua New Guinea,2012,29.76,7.735,3.896,64.32,60.107,62.16212195,2.22086501,7012977,2400000.0,34.22227108
Malawi,2012,40.499,11.98,5.554,54.226,54.058,54.13995122,2.913360998,15457531,3951572.0,25.56405677
Zimbabwe,2012,31.905,10.591,3.643,56.462,55.455,55.94621951,2.131742299,13358738,9200000.0,68.86878087
Jordan,2012,28.317,3.706,3.386,75.256,72.007,73.59187805,2.208317432,6181000,7482561.0,111.1631725
Poland,2012,10.1,9.7,1.3,81.1,72.6,76.74634146,0.913676501,38534157,50160222.0,131.2936783
Mauritania,2012,34.843,8.881,4.783,62.743,59.705,61.18695122,2.553220311,3702763,3314767.0,89.52144655
Small states,2012,25.77612012,9.535065953,3.236300444,64.71247574,61.20761193,62.91182524,1.520585989,28661236,26011855.0,91.57407496
New Caledonia,2012,16.4,5.0,2.172,79.024,73.198,76.03995122,1.587334916,254000,227310.0,91.00189762
Trinidad and Tobago,2012,14.955,9.34,1.801,73.381,66.211,69.70856098,0.374797004,1333082,1826200.0,136.9908228
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,2012,26.487,4.841,3.101,75.664,70.801,73.17319512,2.019373494,7776669,8062229.0,103.6720092
Myanmar,2012,17.674,8.491,1.98,66.872,62.751,64.7612439,0.804614962,52350763,1243619.0,2.375550859
Mexico,2012,19.15,4.496,2.248,79.364,74.581,76.91417073,1.243298367,119361233,94583253.0,79.24118294
Tunisia,2012,18.8,5.9,2.15,76.9,72.9,74.85121951,1.175159239,10673800,12387656.0,115.2010779
Nicaragua,2012,23.546,4.606,2.585,77.276,71.143,74.13470732,1.414443116,5905146,4823534.0,81.68356887
"Congo, Dem. Rep.",2012,43.585,15.963,6.146,51.077,47.609,49.30070732,2.759950183,63931512,15644877.0,24.47130767
Comoros,2012,36.474,9.041,4.85,61.833,59.085,60.4254878,2.47754119,700216,216438.0,30.91017629
United Kingdom,2012,12.8,8.7,1.91,83.0,79.0,80.95121951,0.781677289,63258918,77162298.0,123.6041988
"Gambia, The",2012,43.181,9.962,5.789,59.706,57.107,58.37480488,3.181314341,1734966,1401163.0,80.76025697
High income: nonOECD,2012,13.37139363,10.11906605,1.756938353,76.80195668,68.23645649,72.87009128,0.863542151,248047494,362758146.0,146.3284731
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Paraguay,2012,24.106,5.643,2.931,74.362,69.972,72.11346341,1.739897851,6573097,6529053.0,99.32993534
Botswana,2012,24.055,17.289,2.712,46.041,47.267,46.66895122,0.877650512,1986701,2900263.0,145.9838697
Heavily indebted poor countries (HIPC),2012,38.36613998,10.66101869,5.194085124,59.08057679,56.53858093,57.7773898,2.714023974,638737676,293179622.0,45.89984794
Canada,2013,11.0,7.2,1.61,83.441,79.14,81.23804878,1.19118433,34754312,27887963.0,80.05046389
Sao Tome and Principe,2013,34.742,6.919,4.145,68.156,64.21,66.13487805,2.65102051,188098,122172.0,64.95124882
Lao PDR,2013,27.272,6.092,3.108,69.195,66.483,67.80592683,1.891324952,6645827,4300000.0,64.70225602
Arab World,2013,25.8535043,5.947998392,3.233401748,71.89808538,68.12650179,69.94970243,2.063873944,362466629,381654180.0,105.0405659
Latin America & Caribbean (all income levels),2013,18.04306622,5.890156459,2.183411011,77.83676677,71.5934534,74.63865383,1.127504904,608545904,665852714.0,109.435113
Cambodia,2013,25.917,6.024,2.894,74.167,68.782,71.40882927,1.756268686,14864646,19105115.0,128.5272115
Ethiopia,2013,33.545,7.838,4.642,64.606,61.404,62.96595122,2.579384766,91728849,20523889.0,22.37451927
Aruba,2013,10.409,8.207,1.681,77.695,72.837,75.2067561,0.44245261,102384,135000.0,131.8565401
Sri Lanka,2013,18.127,7.037,2.346,77.237,71.05,74.06804878,0.476004931,20328000,19332844.0,91.63310875
Swaziland,2013,30.211,14.267,3.407,48.278,49.396,48.85063415,1.541159475,1230985,805000.0,65.39478548
South Asia,2013,21.47006049,7.596809726,2.59316488,68.25204723,65.1108691,66.64470691,1.281769554,1649249388,1138635870.0,69.00741955
Argentina,2013,16.911,7.72,2.188,79.764,72.44,76.01268293,0.87560564,41086927,64327647.0,156.564756
Bolivia,2013,25.948,7.152,3.264,69.168,64.792,66.92663415,1.650700066,10496285,9493207.0,90.44349501
"Bahamas, The",2013,15.404,6.02,1.893,78.024,71.953,74.91446341,1.524902532,371960,300000.0,80.65383375
Burkina Faso,2013,41.411,11.361,5.693,56.47,55.283,55.86202439,2.864601961,16460141,9976105.0,60.60765215
Bahrain,2013,15.579,2.301,2.094,77.347,75.764,76.53619512,1.920160612,1317827,2123903.0,161.1670576
Saudi Arabia,2013,19.864,3.252,2.702,77.37,73.713,75.49690244,1.877417905,28287855,53012322.0,187.403117
Middle East & North Africa (all income levels),2013,23.09287479,5.35977088,2.745894094,74.23598864,70.2685683,72.18730286,1.885379874,395316900,415301363.0,104.8921508
Guatemala,2013,31.386,5.262,3.844,75.282,68.218,71.66385366,2.526220037,15082831,20787080.0,137.8194849
Guinea,2013,37.343,11.648,5.001,56.636,55.091,55.84465854,2.562785853,11451273,5584700.0,48.76925037
World,2013,19.3590006,7.993536807,2.468950595,72.9317675,68.71627183,70.77924335,1.126656744,7043105591,6264810140.0,88.55531564
St. Lucia,2013,15.718,7.07,1.936,77.397,72.081,74.67417073,0.887991374,180870,216000.0,119.4227898
"Congo, Rep.",2013,38.009,10.499,5.012,59.743,56.919,58.29656098,2.609039645,4337051,4283134.0,98.75682808
Spain,2013,9.7,8.6,1.32,85.4,79.5,82.37804878,0.039713826,46761264,50665099.0,108.3640175
Liberia,2013,36.016,9.011,4.868,61.177,59.282,60.20639024,2.678182621,4190435,2393634.0,57.12137284
Maldives,2013,22.201,3.405,2.287,78.652,76.547,77.57382927,1.93262042,338442,560547.0,165.6257202
East Asia & Pacific (all income levels),2013,13.6973282,7.095776471,1.818717188,76.66688592,72.82990744,74.73287191,0.667769394,2233723905,2071167653.0,91.61952118
Oman,2013,21.345,2.766,2.884,78.752,74.533,76.59104878,9.131984281,3314001,5277591.0,159.25134
Tanzania,2013,39.664,8.823,5.287,62.172,59.584,60.84643902,3.035148402,47783107,27219283.0,56.96423843
Cabo Verde,2013,20.372,5.115,2.331,78.524,70.753,74.54373171,0.780748709,494401,425310.0,86.02531144
Gabon,2013,32.221,9.254,4.136,64.127,62.071,63.07392683,2.38887752,1632572,2930000.0,179.4714108
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jamaica,2013,14.53,6.28,2.284,75.887,70.802,73.2824878,0.294657238,2707805,2714938.0,98.04968759
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,2013,15.069,1.042,1.82,77.992,75.973,76.95787805,3.095045071,9205651,13775252.0,149.6390858
Guam,2013,17.494,4.793,2.426,81.388,75.981,78.61856098,1.206188852,162810,10888.88889,6.883250243
India,2013,20.723,7.937,2.505,68.002,64.505,66.21085366,1.263760083,1236686732,864720917.0,69.92238977
Madagascar,2013,34.916,7.011,4.528,65.776,62.794,64.24863415,2.79727208,22293914,8778600.0,39.37666576
Lesotho,2013,27.636,15.225,3.092,49.046,48.636,48.836,1.079582685,2051545,1544815.0,75.30007872
OECD members,2013,12.11557619,8.169642354,1.750577849,82.73495745,77.31209163,79.95512974,0.460256758,1254326493,1347998142.0,107.1736204
Pacific island small states,2013,25.2240667,6.109614355,3.310031111,72.1133291,67.36732757,69.68339061,1.235070539,2252782,1430204.0,71.10709388
Turkey,2013,17.135,5.713,2.06,78.393,71.5,74.86243902,1.276390266,73997128,67680547.0,91.46374843
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Venezuela, RB",2013,20.078,5.254,2.417,77.532,71.588,74.4875122,1.527752836,29954782,30569073.0,102.0507277
Bangladesh,2013,20.311,5.736,2.208,71.078,69.549,70.29485366,1.191944218,154695368,97180000.0,62.82023906
Solomon Islands,2013,31.45,5.93,4.099,68.932,66.15,67.50707317,2.133411795,549598,302147.0,54.97600064
Lebanon,2013,13.218,4.414,1.498,82.015,77.781,79.84636585,0.955945951,4424888,3755169.0,80.80708333
Mongolia,2013,22.887,6.791,2.446,71.416,63.457,67.33943902,1.523262678,2796484,3375205.0,120.6945936
France,2013,12.6,8.7,2.01,86.1,79.2,82.56585366,0.508578596,65676758,62260000.0,97.37775287
Syrian Arab Republic,2013,24.36,3.828,3.003,77.684,71.879,74.71070732,1.972872042,22399254,12980000.0,59.29734384
Rwanda,2013,35.773,7.278,4.616,65.158,61.907,63.49285366,2.774130565,11457801,5690751.0,49.66704344
Somalia,2013,44.204,12.515,6.667,56.34,53.121,54.6912439,2.857782613,10195134,2300000.0,22.55978195
Peru,2013,19.977,5.302,2.448,77.286,71.877,74.51553659,1.25134582,29987800,29388077.0,98.00011004
Vanuatu,2013,26.907,4.791,3.419,73.461,69.458,71.41068293,2.242855344,247262,146084.0,59.08065129
Cote d'Ivoire,2013,36.668,14.419,4.894,51.232,49.611,50.40173171,2.293240408,19839750,18099532.0,91.22862939
Benin,2013,36.885,9.593,4.927,60.548,57.759,59.1194878,2.732396013,10050702,8407846.0,83.65431589
Other small states,2013,28.87969971,10.59128508,3.557043236,60.85248012,58.29511935,59.5348701,1.779324175,19858911,18983882.0,95.99219477
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Cameroon,2013,37.733,12.022,4.859,55.721,53.508,54.5875122,2.53588458,21699631,13108058.0,60.40682443
Low & middle income,2013,21.12285244,7.775104693,2.625617786,70.77001669,67.05486658,68.85343044,1.291156359,5743616071,4724372475.0,81.84854348
Togo,2013,36.832,10.859,4.695,57.018,55.324,56.15034146,2.602067992,6642928,3312239.0,49.86113051
China,2013,12.1,7.2,1.663,76.522,73.94,75.1995122,0.487231118,1350695000,1112155000.0,80.76271455
Dominican Republic,2013,21.186,5.994,2.517,76.468,70.152,73.23297561,1.263448226,10276621,8934196.0,86.93709732
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ghana,2013,31.342,9.099,3.92,61.908,60.032,60.94712195,2.174968366,25366462,25618427.0,100.9932997
Tonga,2013,26.062,6.069,3.815,75.492,69.629,72.489,0.369460312,104941,56000.0,53.36331844
Indonesia,2013,19.204,6.264,2.37,72.697,68.617,70.6072439,1.248341166,246864191,281963665.0,114.218131
Latin America & Caribbean (developing only),2013,18.24645343,5.856199741,2.198931414,77.66199549,71.41517569,74.46199407,1.154400444,581379260,630691689.0,108.4705661
Colombia,2013,19.113,5.564,2.316,77.533,70.2,73.77707317,1.32015792,47704427,49066359.0,102.8549384
Libya,2013,21.138,4.191,2.41,77.148,73.298,75.17604878,0.838487597,6154623,9587000.0,155.7690861
Finland,2013,11.0,9.6,1.8,83.7,77.7,80.62682927,0.475809487,5413971,9320000.0,172.3224293
Central African Republic,2013,34.484,15.286,4.451,51.391,47.651,49.47539024,1.986177769,4525209,1143114.0,25.26102109
North America,2013,12.44036029,8.010259573,1.853296471,81.42172541,76.6752617,78.99040047,0.781204,348692795,332859963.0,94.45288657
Vietnam,2013,15.854,5.676,1.768,80.366,71.074,75.60668293,1.056444548,88772900,134066000.0,147.6566601
